call_id,customer_id,phone_number_id,source_id,call_duration
1229,1,3,4,633
1230,1,3,4,16
1231,1,3,4,675
1232,1,3,4,653
1233,1,3,4,144
1234,1,3,4,584
1235,1,3,4,762
1236,1,3,4,317
1237,1,3,4,62
1238,1,3,4,471
1239,1,3,4,401
1240,1,3,4,461
1241,1,3,4,950
1242,1,3,4,18
1243,1,3,4,948
1244,1,3,4,516
1245,1,3,4,995
1246,1,3,4,850
1247,1,3,4,544
1248,1,3,4,115
1249,1,3,4,253
1250,1,3,4,751
1251,1,3,4,116
1252,1,3,4,362
1253,1,3,4,47
1254,1,3,4,750
1255,1,3,4,954
1256,1,3,4,551
1257,1,3,4,729
1258,1,3,4,902
1259,1,3,4,879
1260,1,3,4,818
1261,1,3,4,492
1262,1,3,4,9
1263,1,3,4,135
1264,1,3,4,708
1265,1,3,4,729
1266,1,3,4,90
1267,1,3,4,377
1268,1,3,4,179
1269,1,3,4,839
1270,1,3,4,472
1271,1,3,4,148
1272,1,3,4,525
1273,1,3,4,336
1274,1,3,4,768
1275,1,3,4,364
1276,1,3,4,954
1277,1,3,4,610
1278,1,3,4,302
1279,1,3,4,252
1280,1,3,4,652
1281,1,3,4,230
1282,1,3,4,861
1283,1,3,4,777
1284,1,3,4,846
1285,1,3,4,199
1286,1,3,4,406
1287,1,3,4,644
1288,1,3,4,195
1289,1,3,4,565
1290,1,3,4,904
1291,1,3,4,94
1292,1,3,4,963
1293,1,3,4,832
1294,1,3,4,134
1295,1,3,4,904
1296,1,3,4,780
1297,1,3,4,734
1298,1,3,4,970
1299,1,3,4,680
1300,1,3,4,930
1301,1,3,4,559
1302,1,3,4,456
1303,1,3,4,707
1304,1,3,4,94
1305,1,3,4,362
1306,1,3,4,340
1307,1,3,4,401
1308,1,3,4,539
1309,1,3,4,174
1310,1,3,4,519
1311,1,3,4,827
1312,1,3,4,722
1313,1,3,4,649
1314,1,3,4,909
1315,1,3,4,667
1316,1,3,4,843
1317,1,3,4,958
1318,1,3,4,975
1319,1,3,4,626
1320,1,3,4,91
1321,1,3,4,212
1322,1,3,4,117
1323,1,3,4,480
1324,1,3,4,775
1325,1,3,4,391
1326,1,3,4,66
1327,1,3,4,695
1328,1,3,4,433
1329,1,3,4,315
1330,1,3,4,741
1331,1,3,4,705
1332,1,3,4,721
1333,1,3,4,343
1334,1,3,4,183
1335,1,3,4,488
1336,1,3,4,163
1337,1,3,4,145
1338,1,3,4,356
1339,1,3,4,288
1340,1,3,4,786
1341,1,3,4,401
1342,1,3,4,632
1343,1,3,4,377
1344,1,3,4,889
1345,1,3,4,576
1346,1,3,4,774
1347,1,3,4,673
1348,1,3,4,482
1349,1,3,4,367
1350,1,3,4,994
1351,1,3,4,779
1352,1,3,4,207
1353,1,3,4,908
1354,1,3,4,266
1355,1,3,4,534
1356,1,3,4,359
1357,1,3,4,728
1358,1,3,4,967
